# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 5000, i.e. number of multipoles equal to 4999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  155       6.112401363073e-10       1.431658590253e-13      -6.206984178673e-12       0.000000000000e+00       3.060771513592e-12       5.532359857490e-13      -3.624882989018e-15 
  156       6.155224699087e-10       1.422123913449e-13      -6.195203178419e-12       0.000000000000e+00       3.004963520686e-12       5.456487207885e-13      -3.566123799046e-15 
  157       6.197724242879e-10       1.412081096783e-13      -6.179988200833e-12       0.000000000000e+00       2.950509412195e-12       5.382020375188e-13      -3.507324909105e-15 
  158       6.239884745238e-10       1.401549026135e-13      -6.161306765890e-12       0.000000000000e+00       2.897335912299e-12       5.308831173307e-13      -3.448365686602e-15 
  159       6.281690494234e-10       1.390547758122e-13      -6.139128198551e-12       0.000000000000e+00       2.845362073340e-12       5.236779896443e-13      -3.389117265684e-15 
  160       6.323125307222e-10       1.379098537805e-13      -6.113423669252e-12       0.000000000000e+00       2.794499128236e-12       5.165715102027e-13      -3.329442399780e-15 
  161       6.364173629814e-10       1.367223331733e-13      -6.084166094988e-12       0.000000000000e+00       2.744668692797e-12       5.095506888470e-13      -3.269230266635e-15 
  162       6.404823958785e-10       1.354943343493e-13      -6.051329747728e-12       0.000000000000e+00       2.695859491421e-12       5.026150491189e-13      -3.208504651846e-15 
  163       6.445065707988e-10       1.342280400125e-13      -6.014890688588e-12       0.000000000000e+00       2.648075389095e-12       4.957671475667e-13      -3.147325095016e-15 
  164       6.484888125730e-10       1.329257440340e-13      -5.974826943646e-12       0.000000000000e+00       2.601317430015e-12       4.890093004154e-13      -3.085752810971e-15 
  165       6.524280291868e-10       1.315898529999e-13      -5.931118543791e-12       0.000000000000e+00       2.555583774426e-12       4.823435772720e-13      -3.023850703119e-15 
  166       6.563231114903e-10       1.302228877596e-13      -5.883747564568e-12       0.000000000000e+00       2.510869635460e-12       4.757717948294e-13      -2.961683376809e-15 
  167       6.601729329080e-10       1.288274849738e-13      -5.832698166022e-12       0.000000000000e+00       2.467167215982e-12       4.692955105711e-13      -2.899317152691e-15 
  168       6.639763491477e-10       1.274063986631e-13      -5.777956632545e-12       0.000000000000e+00       2.424465645422e-12       4.629160164762e-13      -2.836820080071e-15 
  169       6.677321979109e-10       1.259625017551e-13      -5.719511412723e-12       0.000000000000e+00       2.382750916623e-12       4.566343327234e-13      -2.774261950275e-15 
  170       6.714392986016e-10       1.244987876337e-13      -5.657353159181e-12       0.000000000000e+00       2.342005822677e-12       4.504512013959e-13      -2.711714310002e-15 
