# dimensionless DLM: total delensed [l(l+1)/2pi] C_l's
# for l=2 to 4500, i.e. number of multipoles equal to 4499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  134       5.394325411609e-10       1.561212601088e-13      -5.988399228879e-12       1.954434210373e-16       4.804947863374e-12       7.912802088505e-13       2.879112920532e+03 
  135       5.442982673006e-10       1.565009166852e-13      -6.040596819620e-12       1.983517380657e-16       4.705378517185e-12       7.789302532967e-13       2.922084755167e+03 
  136       5.491593425710e-10       1.568116147331e-13      -6.090302665779e-12       2.012811280375e-16       4.608576629677e-12       7.668685344592e-13       2.965374899688e+03 
  137       5.540144913331e-10       1.570531395063e-13      -6.137451031785e-12       2.042315640629e-16       4.514470583355e-12       7.550839189219e-13       3.008983354095e+03 
  138       5.588623660975e-10       1.572253558645e-13      -6.181977018087e-12       2.072030183815e-16       4.422973720639e-12       7.435633131562e-13       3.052910118389e+03 
  139       5.637015458714e-10       1.573282100465e-13      -6.223816600246e-12       2.101954623499e-16       4.333983986095e-12       7.322916173163e-13       3.097155192568e+03 
  140       5.685305345061e-10       1.573617314442e-13      -6.262906668020e-12       2.132088664292e-16       4.247383568665e-12       7.212516790355e-13       3.141718576634e+03 
  141       5.733477590442e-10       1.573260343767e-13      -6.299185064458e-12       2.162432001720e-16       4.163038543891e-12       7.104242472223e-13       3.186600270586e+03 
  142       5.781515680665e-10       1.572213198636e-13      -6.332590624984e-12       2.192984322104e-16       4.080798516147e-12       6.997879258563e-13       3.231800274424e+03 
  143       5.829402300398e-10       1.570478773993e-13      -6.363063216487e-12       2.223745302434e-16       4.000496260867e-12       6.893191277844e-13       3.277318588148e+03 
  144       5.877120720579e-10       1.568060999627e-13      -6.390544323124e-12       2.254714599839e-16       3.921982784679e-12       6.789975299718e-13       3.323155211759e+03 
  145       5.924659149734e-10       1.564965269703e-13      -6.414978786292e-12       2.285891819120e-16       3.845237156669e-12       6.688231429357e-13       3.369310145255e+03 
  146       5.972006782220e-10       1.561198089497e-13      -6.436313311298e-12       2.317276541763e-16       3.770266875307e-12       6.588008441314e-13       3.415783388638e+03 
  147       6.019152424419e-10       1.556766965167e-13      -6.454495977904e-12       2.348868335870e-16       3.697073269979e-12       6.489350131487e-13       3.462574941907e+03 
  148       6.066084486275e-10       1.551680422251e-13      -6.469476282563e-12       2.380666755974e-16       3.625651346766e-12       6.392295171255e-13       3.509684805062e+03 
  149       6.112790972839e-10       1.545948024169e-13      -6.481205180648e-12       2.412671342851e-16       3.555989634223e-12       6.296876961611e-13       3.557112978104e+03 
  150       6.159259475808e-10       1.539580390722e-13      -6.489635128680e-12       2.444881623340e-16       3.488070029157e-12       6.203123487298e-13       3.604859461031e+03 
  151       6.205477165065e-10       1.532589216584e-13      -6.494720126564e-12       2.477297110149e-16       3.421867642411e-12       6.111057170950e-13       3.652924253845e+03 
  152       6.251430780221e-10       1.524987289810e-13      -6.496415759816e-12       2.509917301680e-16       3.357350644641e-12       6.020694727222e-13       3.701307356545e+03 
  153       6.297106622155e-10       1.516788510327e-13      -6.494679241796e-12       2.542741681835e-16       3.294480112097e-12       5.932047016930e-13       3.750008769131e+03 
  154       6.342490544555e-10       1.508007908438e-13      -6.489469455937e-12       2.575769719836e-16       3.233209872402e-12       5.845118901186e-13       3.799028491604e+03 
  155       6.387567945460e-10       1.498661663315e-13      -6.480746997978e-12       2.609000870038e-16       3.173486350332e-12       5.759909095533e-13       3.848366523962e+03 
  156       6.432323758798e-10       1.488767121504e-13      -6.468474218194e-12       2.642434571743e-16       3.115248413597e-12       5.676410024082e-13       3.898022866207e+03 
  157       6.476742445930e-10       1.478342815420e-13      -6.452615263627e-12       2.676070249015e-16       3.058427218619e-12       5.594607673649e-13       3.947997518338e+03 
  158       6.520807987189e-10       1.467408481846e-13      -6.433136120316e-12       2.709907310498e-16       3.002946056314e-12       5.514481447889e-13       3.998290480355e+03 
  159       6.564503873421e-10       1.455985080431e-13      -6.410004655531e-12       2.743945149224e-16       2.948720197870e-12       5.436004021435e-13       4.048901752258e+03 
  160       6.607813097527e-10       1.444094812191e-13      -6.383190659999e-12       2.778183142434e-16       2.895656740527e-12       5.359141194028e-13       4.099831334047e+03 
  161       6.650719331199e-10       1.431760634218e-13      -6.352665757489e-12       2.812620644335e-16       2.843673641778e-12       5.283858588443e-13       4.151079225723e+03 
  162       6.693210589830e-10       1.419004716746e-13      -6.318403035906e-12       2.847256964048e-16       2.792759037328e-12       5.210142716085e-13       4.202645427285e+03 
  163       6.735275877047e-10       1.405849884359e-13      -6.280377464127e-12       2.882091385345e-16       2.742916898462e-12       5.137981504182e-13       4.254529938732e+03 
