# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 5500, i.e. number of multipoles equal to 5499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   96       3.619794795615e-10       1.002794636554e-13      -2.880817676872e-12       0.000000000000e+00       1.184431229451e-11       1.587437701179e-12      -7.857516858706e-15 
   97       3.662585679591e-10       1.024233659691e-13      -2.973160829389e-12       0.000000000000e+00       1.152956198742e-11       1.553396482175e-12      -7.771802365705e-15 
   98       3.705685293569e-10       1.045536863921e-13      -3.065843798073e-12       0.000000000000e+00       1.122608527438e-11       1.520463356722e-12      -7.679742429210e-15 
   99       3.749089179555e-10       1.066683897372e-13      -3.158796921814e-12       0.000000000000e+00       1.093350757404e-11       1.488609264554e-12      -7.583387047515e-15 
  100       3.792790930837e-10       1.087654122564e-13      -3.251949242811e-12       0.000000000000e+00       1.065133436487e-11       1.457793104432e-12      -7.484956240261e-15 
  101       3.836782116167e-10       1.108426620820e-13      -3.345228524002e-12       0.000000000000e+00       1.037894720076e-11       1.427961323815e-12      -7.386844229339e-15 
  102       3.881052203940e-10       1.128980196691e-13      -3.438561266492e-12       0.000000000000e+00       1.011559972661e-11       1.399047508539e-12      -7.291623619785e-15 
  103       3.925588486373e-10       1.149293382367e-13      -3.531872726974e-12       0.000000000000e+00       9.860413693832e-12       1.370971972497e-12      -7.202049580680e-15 
  104       3.970378787027e-10       1.169344971339e-13      -3.625087703028e-12       0.000000000000e+00       9.612578075682e-12       1.343660391714e-12      -7.120457279752e-15 
  105       4.015420163236e-10       1.189115691975e-13      -3.718132972276e-12       0.000000000000e+00       9.371985627887e-12       1.317103457122e-12      -7.046852479804e-15 
  106       4.060711243371e-10       1.208586769305e-13      -3.810935216743e-12       0.000000000000e+00       9.138675290254e-12       1.291304552562e-12      -6.980569603335e-15 
  107       4.106249503783e-10       1.227739426079e-13      -3.903420309964e-12       0.000000000000e+00       8.912635034376e-12       1.266261231356e-12      -6.920852989172e-15 
  108       4.152031223573e-10       1.246554893001e-13      -3.995513342851e-12       0.000000000000e+00       8.693800111071e-12       1.241965015259e-12      -6.866854405824e-15 
  109       4.198051439352e-10       1.265014418957e-13      -4.087138649557e-12       0.000000000000e+00       8.482051297827e-12       1.218401193424e-12      -6.817630564844e-15 
  110       4.244303900010e-10       1.283099281254e-13      -4.178219833341e-12       0.000000000000e+00       8.277213146235e-12       1.195548621352e-12      -6.772140634181e-15 
  111       4.290781021481e-10       1.300790795850e-13      -4.268679792433e-12       0.000000000000e+00       8.079052229439e-12       1.173379519852e-12      -6.729243751538e-15 
  112       4.337473841510e-10       1.318070327588e-13      -4.358440745897e-12       0.000000000000e+00       7.887275389570e-12       1.151859273998e-12      -6.687696537730e-15 
  113       4.384371974415e-10       1.334919300429e-13      -4.447424259499e-12       0.000000000000e+00       7.701527985191e-12       1.130946232085e-12      -6.646150610038e-15 
  114       4.431463565855e-10       1.351319207684e-13      -4.535551271569e-12       0.000000000000e+00       7.521392138734e-12       1.110591504586e-12      -6.603150095568e-15 
  115       4.478735247599e-10       1.367251622251e-13      -4.622742118867e-12       0.000000000000e+00       7.346384983946e-12       1.090738763110e-12      -6.557129144607e-15 
  116       4.526173964989e-10       1.382698707827e-13      -4.708917375162e-12       0.000000000000e+00       7.176064539408e-12       1.071336775720e-12      -6.506748964489e-15 
  117       4.573772808130e-10       1.397644801198e-13      -4.794000427331e-12       0.000000000000e+00       7.010365679205e-12       1.052379171712e-12      -6.451960724894e-15 
  118       4.621525808025e-10       1.412075042436e-13      -4.877915262496e-12       0.000000000000e+00       6.849301909046e-12       1.033869156463e-12      -6.393067813781e-15 
  119       4.669426098935e-10       1.425974905640e-13      -4.960585716021e-12       0.000000000000e+00       6.692860602888e-12       1.015807120184e-12      -6.330398389690e-15 
  120       4.717465889712e-10       1.439330213589e-13      -5.041935504564e-12       0.000000000000e+00       6.541002201979e-12       9.981905494935e-13      -6.264305897052e-15 
  121       4.765636435116e-10       1.452127152413e-13      -5.121888259132e-12       0.000000000000e+00       6.393659413899e-12       9.810139389849e-13      -6.195169581491e-15 
  122       4.813928007139e-10       1.464352286250e-13      -5.200367558124e-12       0.000000000000e+00       6.250736411602e-12       9.642687027938e-13      -6.123395005132e-15 
  123       4.862329866334e-10       1.475992571913e-13      -5.277296960387e-12       0.000000000000e+00       6.112108032458e-12       9.479430861677e-13      -6.049414561909e-15 
  124       4.910830233132e-10       1.487035373549e-13      -5.352600038266e-12       0.000000000000e+00       5.977618977295e-12       9.320220770335e-13      -5.973687992870e-15 
  125       4.959416259168e-10       1.497468477304e-13      -5.426200410652e-12       0.000000000000e+00       5.847083009440e-12       9.164873175666e-13      -5.896702901482e-15 
  126       5.008073998607e-10       1.507280105987e-13      -5.498021776036e-12       0.000000000000e+00       5.720282153766e-12       9.013170157590e-13      -5.818975268940e-15 
  127       5.056788379465e-10       1.516458933727e-13      -5.567987945557e-12       0.000000000000e+00       5.596965895725e-12       8.864858569877e-13      -5.741049969470e-15 
  128       5.105543174932e-10       1.524994100644e-13      -5.636022876053e-12       0.000000000000e+00       5.476850380398e-12       8.719649155833e-13      -5.663501285640e-15 
  129       5.154322692688e-10       1.532875650525e-13      -5.702051543463e-12       0.000000000000e+00       5.359679423587e-12       8.577283562537e-13      -5.586829102291e-15 
  130       5.203117113273e-10       1.540095867026e-13      -5.766002601158e-12       0.000000000000e+00       5.245416813630e-12       8.437745573702e-13      -5.511133518657e-15 
  131       5.251917685876e-10       1.546648112445e-13      -5.827806077047e-12       0.000000000000e+00       5.134073689886e-12       8.301071486015e-13      -5.436405348457e-15 
  132       5.300715046619e-10       1.552526435361e-13      -5.887392598049e-12       0.000000000000e+00       5.025648266570e-12       8.167283893214e-13      -5.362627012643e-15 
  133       5.349499202172e-10       1.557725588318e-13      -5.944693429155e-12       0.000000000000e+00       4.920125474099e-12       8.036391287625e-13      -5.289772308217e-15 
  134       5.398259513369e-10       1.562241045522e-13      -5.999640512492e-12       0.000000000000e+00       4.817476600433e-12       7.908387661711e-13      -5.217806177056e-15 
  135       5.446984678831e-10       1.566069020525e-13      -6.052166506388e-12       0.000000000000e+00       4.717658932429e-12       7.783252109607e-13      -5.146684474726e-15 
  136       5.495662718574e-10       1.569206483917e-13      -6.102204824435e-12       0.000000000000e+00       4.620615397183e-12       7.660948428666e-13      -5.076353739311e-15 
  137       5.544280957636e-10       1.571651181013e-13      -6.149689674553e-12       0.000000000000e+00       4.526274203377e-12       7.541424720998e-13      -5.006750960227e-15 
  138       5.592826009683e-10       1.573401649550e-13      -6.194556098053e-12       0.000000000000e+00       4.434548482627e-12       7.424612995011e-13      -4.937803347045e-15 
  139       5.641283760635e-10       1.574457237366e-13      -6.236740008702e-12       0.000000000000e+00       4.345335930827e-12       7.310428766957e-13      -4.869428098314e-15 
  140       5.689639352279e-10       1.574818120101e-13      -6.276178231787e-12       0.000000000000e+00       4.258518449499e-12       7.198770662467e-13      -4.801532170376e-15 
  141       5.737877165885e-10       1.574485318876e-13      -6.312808543178e-12       0.000000000000e+00       4.173961787136e-12       7.089520018100e-13      -4.734012046194e-15 
  142       5.785980805826e-10       1.573460717991e-13      -6.346569708391e-12       0.000000000000e+00       4.091515180549e-12       6.982540482876e-13      -4.666753504167e-15 
  143       5.833933083191e-10       1.571747082611e-13      -6.377401521653e-12       0.000000000000e+00       4.011010996216e-12       6.877677619826e-13      -4.599631386952e-15 
  144       5.881717380915e-10       1.569348212198e-13      -6.405245390325e-12       0.000000000000e+00       3.932299877338e-12       6.774792592538e-13      -4.532536558042e-15 
  145       5.929321935428e-10       1.566269380503e-13      -6.430046070634e-12       0.000000000000e+00       3.855360847394e-12       6.673867808964e-13      -4.465460254719e-15 
  146       5.976735947937e-10       1.562516972779e-13      -6.451750178117e-12       0.000000000000e+00       3.780201430071e-12       6.574910983713e-13      -4.398417650423e-15 
  147       6.023948232456e-10       1.558098372247e-13      -6.470305699450e-12       0.000000000000e+00       3.706822965024e-12       6.477921787485e-13      -4.331421339474e-15 
  148       6.070947207357e-10       1.553021978557e-13      -6.485662034647e-12       0.000000000000e+00       3.635220453274e-12       6.382891644503e-13      -4.264481262143e-15 
  149       6.117720886934e-10       1.547297226263e-13      -6.497770039258e-12       0.000000000000e+00       3.565382402615e-12       6.289803529949e-13      -4.197604629724e-15 
  150       6.164256872954e-10       1.540934603295e-13      -6.506582066569e-12       0.000000000000e+00       3.497290673013e-12       6.198631767390e-13      -4.130795849606e-15 
  151       6.210542346214e-10       1.533945669423e-13      -6.512052009797e-12       0.000000000000e+00       3.430920322010e-12       6.109341826215e-13      -4.064056450346e-15 
  152       6.256564058101e-10       1.526343074730e-13      -6.514135344289e-12       0.000000000000e+00       3.366239450126e-12       6.021890119066e-13      -3.997385006740e-15 
  153       6.302308322145e-10       1.518140578084e-13      -6.512789169723e-12       0.000000000000e+00       3.303209046260e-12       5.936223799272e-13      -3.930777064898e-15 
  154       6.347761005578e-10       1.509353065603e-13      -6.507972252301e-12       0.000000000000e+00       3.241782833094e-12       5.852280558279e-13      -3.864225067311e-15 
  155       6.392907520890e-10       1.499996569128e-13      -6.499645066950e-12       0.000000000000e+00       3.181907112495e-12       5.769988423082e-13      -3.797718277927e-15 
  156       6.437732817385e-10       1.490088284692e-13      -6.487769839523e-12       0.000000000000e+00       3.123520610915e-12       5.689265553662e-13      -3.731242707225e-15 
  157       6.482221372737e-10       1.479646590991e-13      -6.472310588988e-12       0.000000000000e+00       3.066554324799e-12       5.610020040412e-13      -3.664781037281e-15 
  158       6.526357184549e-10       1.468691067851e-13      -6.453233169638e-12       0.000000000000e+00       3.010931365979e-12       5.532149701576e-13      -3.598312546845e-15 
  159       6.570123761908e-10       1.457242514702e-13      -6.430505313278e-12       0.000000000000e+00       2.956566807083e-12       5.455541880676e-13      -3.531813036413e-15 
  160       6.613504116943e-10       1.445322969044e-13      -6.404096671431e-12       0.000000000000e+00       2.903367526935e-12       5.380073243948e-13      -3.465254753296e-15 
  161       6.656481930568e-10       1.432955223422e-13      -6.373978714200e-12       0.000000000000e+00       2.851251290212e-12       5.305637633841e-13      -3.398619658545e-15 
  162       6.699045183303e-10       1.420161289567e-13      -6.340124328226e-12       0.000000000000e+00       2.800206207087e-12       5.232232822849e-13      -3.331940703474e-15 
  163       6.741182830896e-10       1.406963833104e-13      -6.302508263661e-12       0.000000000000e+00       2.750236260779e-12       5.159881080128e-13      -3.265264077120e-15 
  164       6.782883655995e-10       1.393386678860e-13      -6.261107315508e-12       0.000000000000e+00       2.701342480639e-12       5.088601732536e-13      -3.198636179262e-15 
  165       6.824136265106e-10       1.379454827035e-13      -6.215900365158e-12       0.000000000000e+00       2.653522876052e-12       5.018411091145e-13      -3.132103606871e-15 
  166       6.864929085554e-10       1.365194469358e-13      -6.166868421933e-12       0.000000000000e+00       2.606772370325e-12       4.949322377761e-13      -3.065713140568e-15 
